id	text	count
44	Friends S02 S02:E21_en[cc]_ru	104
45	Friends S02 S02:E22_en[cc]_ru	103
46	Friends S02 S02:E23_en[cc]_ru	102
47	Friends S02 S02:E24_en[cc]_ru	101
48	Friends S03 S03:E01_en[cc]_ru	125
49	Friends S03 S03:E02_en[cc]_ru	124
50	Friends S03 S03:E03_en[cc]_ru	123
51	Friends S03 S03:E04_en[cc]_ru	122
52	Friends S03 S03:E05_en[cc]_ru	121
53	Friends S03 S03:E06_en[cc]_ru	120
54	Friends S03 S03:E07_en[cc]_ru	119
55	Friends S03 S03:E08_en[cc]_ru	118
56	Friends S03 S03:E09_en[cc]_ru	117
57	Friends S03 S03:E10_en[cc]_ru	116
58	Friends S03 S03:E11_en[cc]_ru	115
59	Friends S03 S03:E12_en[cc]_ru	114
60	Friends S03 S03:E13_en[cc]_ru	113
61	Friends S03 S03:E14_en[cc]_ru	112
62	Friends S03 S03:E15_en[cc]_ru	111
63	Friends S03 S03:E16_en[cc]_ru	110
64	Friends S03 S03:E17_en[cc]_ru	109
65	Friends S03 S03:E18_en[cc]_ru	108
66	Friends S03 S03:E19_en[cc]_ru	107
67	Friends S03 S03:E20_en[cc]_ru	106
68	Friends S03 S03:E21_en[cc]_ru	105
69	Friends S03 S03:E22_en[cc]_ru	104
70	Friends S03 S03:E23_en[cc]_ru	103
71	Friends S03 S03:E24_en[cc]_ru	102
72	Friends S03 S03:E25_en[cc]_ru	101
73	Friends S04 S04:E01_en[cc]_ru	124
74	Friends S04 S04:E02_en[cc]_ru	123
75	Friends S04 S04:E03_en[cc]_ru	122
76	Friends S04 S04:E04_en[cc]_ru	121
77	Friends S04 S04:E05_en[cc]_ru	120
78	Friends S04 S04:E06_en[cc]_ru	119
79	Friends S04 S04:E07_en[cc]_ru	118
80	Friends S04 S04:E08_en[cc]_ru	117
81	Friends S04 S04:E09_en[cc]_ru	116
82	Friends S04 S04:E10_en[cc]_ru	115
83	Friends S04 S04:E11_en[cc]_ru	114
84	Friends S04 S04:E12_en[cc]_ru	113
85	Friends S04 S04:E13_en[cc]_ru	112
86	Friends S04 S04:E14_en[cc]_ru	111
87	Friends S04 S04:E15_en[cc]_ru	110
88	Friends S04 S04:E16_en[cc]_ru	109
89	Friends S04 S04:E17_en[cc]_ru	108
90	Friends S04 S04:E18_en[cc]_ru	107
91	Friends S04 S04:E19_en[cc]_ru	106
92	Friends S04 S04:E20_en[cc]_ru	105
93	Friends S04 S04:E21_en[cc]_ru	104
94	Friends S04 S04:E22_en[cc]_ru	103
95	Friends S04 S04:E23_en[cc]_ru	102
96	Friends S04 S04:E24_en[cc]_ru	101
97	Friends S05 S05:E01_en[cc]_ru	124
98	Friends S05 S05:E02_en[cc]_ru	123
99	Friends S05 S05:E03_en[cc]_ru	122
100	Friends S05 S05:E04_en[cc]_ru	121
101	Friends S05 S05:E05_en[cc]_ru	120
102	Friends S05 S05:E06_en[cc]_ru	119
103	Friends S05 S05:E07_en[cc]_ru	118
104	Friends S05 S05:E08_en[cc]_ru	117
105	Friends S05 S05:E09_en[cc]_ru	116
106	Friends S05 S05:E10_en[cc]_ru	115
107	Friends S05 S05:E11_en[cc]_ru	114
108	Friends S05 S05:E12_en[cc]_ru	113
109	Friends S05 S05:E13_en[cc]_ru	112
110	Friends S05 S05:E14_en[cc]_ru	111
111	Friends S05 S05:E15_en[cc]_ru	110
112	Friends S05 S05:E16_en[cc]_ru	109
113	Friends S05 S05:E17_en[cc]_ru	108
114	Friends S05 S05:E18_en[cc]_ru	107
115	Friends S05 S05:E19_en[cc]_ru	106
116	Friends S05 S05:E20_en[cc]_ru	105
117	Friends S05 S05:E21_en[cc]_ru	104
118	Friends S05 S05:E22_en[cc]_ru	103
119	Friends S05 S05:E23_en[cc]_ru	102
120	Friends S05 S05:E24_en[cc]_ru	101
121	Friends S06 S06:E01_en[cc]_ru	125
122	Friends S06 S06:E02_en[cc]_ru	124
123	Friends S06 S06:E03_en[cc]_ru	123
124	Friends S06 S06:E04_en[cc]_ru	122
125	Friends S06 S06:E05_en[cc]_ru	121
126	Friends S06 S06:E06_en[cc]_ru	120
127	Friends S06 S06:E07_en[cc]_ru	119
128	Friends S06 S06:E08_en[cc]_ru	118
129	Friends S06 S06:E09_en[cc]_ru	117
130	Friends S06 S06:E10_en[cc]_ru	116
131	Friends S06 S06:E11_en[cc]_ru	115
132	Friends S06 S06:E12_en[cc]_ru	114
133	Friends S06 S06:E13_en[cc]_ru	113
134	Friends S06 S06:E14_en[cc]_ru	112
135	Friends S06 S06:E15_en[cc]_ru	111
136	Friends S06 S06:E16_en[cc]_ru	110
137	Friends S06 S06:E17_en[cc]_ru	109
138	Friends S06 S06:E18_en[cc]_ru	108
139	Friends S06 S06:E19_en[cc]_ru	107
140	Friends S06 S06:E20_en[cc]_ru	106
141	Friends S06 S06:E21_en[cc]_ru	105
142	Friends S06 S06:E22_en[cc]_ru	104
143	Friends S06 S06:E23_en[cc]_ru	103
144	Friends S06 S06:E24_en[cc]_ru	102
145	Friends S06 S06:E25_en[cc]_ru	101
146	Friends S07 S07:E01_en[cc]_ru	124
147	Friends S07 S07:E02_en[cc]_ru	123
148	Friends S07 S07:E03_en[cc]_ru	122
149	Friends S07 S07:E04_en[cc]_ru	121
150	Friends S07 S07:E05_en[cc]_ru	120
151	Friends S07 S07:E06_en[cc]_ru	119
152	Friends S07 S07:E07_en[cc]_ru	118
153	Friends S07 S07:E08_en[cc]_ru	117
154	Friends S07 S07:E09_en[cc]_ru	116
155	Friends S07 S07:E10_en[cc]_ru	115
156	Friends S07 S07:E11_en[cc]_ru	114
157	Friends S07 S07:E12_en[cc]_ru	113
158	Friends S07 S07:E13_en[cc]_ru	112
159	Friends S07 S07:E14_en[cc]_ru	111
160	Friends S07 S07:E15_en[cc]_ru	110
161	Friends S07 S07:E16_en[cc]_ru	109
162	Friends S07 S07:E17_en[cc]_ru	108
163	Friends S07 S07:E18_en[cc]_ru	107
164	Friends S07 S07:E19_en[cc]_ru	106
165	Friends S07 S07:E20_en[cc]_ru	105
166	Friends S07 S07:E21_en[cc]_ru	104
167	Friends S07 S07:E22_en[cc]_ru	103
168	Friends S07 S07:E23_en[cc]_ru	102
169	Friends S07 S07:E24_en[cc]_ru	101
170	Friends S08 S08:E01_en[cc]_ru	124
